id,name,height,weight,base_experience,types,abilities,stats
600,klang,6,510,154,['steel'],"['plus', 'minus', 'clear-body']","{'hp': 60, 'attack': 80, 'defense': 95, 'special-attack': 70, 'special-defense': 85, 'speed': 50}"
601,klinklang,6,810,234,['steel'],"['plus', 'minus', 'clear-body']","{'hp': 60, 'attack': 100, 'defense': 115, 'special-attack': 70, 'special-defense': 85, 'speed': 90}"
602,tynamo,2,3,55,['electric'],['levitate'],"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 45, 'special-defense': 40, 'speed': 60}"
603,eelektrik,12,220,142,['electric'],['levitate'],"{'hp': 65, 'attack': 85, 'defense': 70, 'special-attack': 75, 'special-defense': 70, 'speed': 40}"
604,eelektross,21,805,232,['electric'],['levitate'],"{'hp': 85, 'attack': 115, 'defense': 80, 'special-attack': 105, 'special-defense': 80, 'speed': 50}"
605,elgyem,5,90,67,['psychic'],"['telepathy', 'synchronize', 'analytic']","{'hp': 55, 'attack': 55, 'defense': 55, 'special-attack': 85, 'special-defense': 55, 'speed': 30}"
606,beheeyem,10,345,170,['psychic'],"['telepathy', 'synchronize', 'analytic']","{'hp': 75, 'attack': 75, 'defense': 75, 'special-attack': 125, 'special-defense': 95, 'speed': 40}"
607,litwick,3,31,55,"['ghost', 'fire']","['flash-fire', 'flame-body', 'infiltrator']","{'hp': 50, 'attack': 30, 'defense': 55, 'special-attack': 65, 'special-defense': 55, 'speed': 20}"
608,lampent,6,130,130,"['ghost', 'fire']","['flash-fire', 'flame-body', 'infiltrator']","{'hp': 60, 'attack': 40, 'defense': 60, 'special-attack': 95, 'special-defense': 60, 'speed': 55}"
609,chandelure,10,343,234,"['ghost', 'fire']","['flash-fire', 'flame-body', 'infiltrator']","{'hp': 60, 'attack': 55, 'defense': 90, 'special-attack': 145, 'special-defense': 90, 'speed': 80}"
610,axew,6,180,64,['dragon'],"['rivalry', 'mold-breaker', 'unnerve']","{'hp': 46, 'attack': 87, 'defense': 60, 'special-attack': 30, 'special-defense': 40, 'speed': 57}"
611,fraxure,10,360,144,['dragon'],"['rivalry', 'mold-breaker', 'unnerve']","{'hp': 66, 'attack': 117, 'defense': 70, 'special-attack': 40, 'special-defense': 50, 'speed': 67}"
612,haxorus,18,1055,243,['dragon'],"['rivalry', 'mold-breaker', 'unnerve']","{'hp': 76, 'attack': 147, 'defense': 90, 'special-attack': 60, 'special-defense': 70, 'speed': 97}"
613,cubchoo,5,85,61,['ice'],"['snow-cloak', 'slush-rush', 'rattled']","{'hp': 55, 'attack': 70, 'defense': 40, 'special-attack': 60, 'special-defense': 40, 'speed': 40}"
614,beartic,26,2600,177,['ice'],"['snow-cloak', 'slush-rush', 'swift-swim']","{'hp': 95, 'attack': 130, 'defense': 80, 'special-attack': 70, 'special-defense': 80, 'speed': 50}"
615,cryogonal,11,1480,180,['ice'],['levitate'],"{'hp': 80, 'attack': 50, 'defense': 50, 'special-attack': 95, 'special-defense': 135, 'speed': 105}"
616,shelmet,4,77,61,['bug'],"['hydration', 'shell-armor', 'overcoat']","{'hp': 50, 'attack': 40, 'defense': 85, 'special-attack': 40, 'special-defense': 65, 'speed': 25}"
617,accelgor,8,253,173,['bug'],"['hydration', 'sticky-hold', 'unburden']","{'hp': 80, 'attack': 70, 'defense': 40, 'special-attack': 100, 'special-defense': 60, 'speed': 145}"
618,stunfisk,7,110,165,"['ground', 'electric']","['static', 'limber', 'sand-veil']","{'hp': 109, 'attack': 66, 'defense': 84, 'special-attack': 81, 'special-defense': 99, 'speed': 32}"
619,mienfoo,9,200,70,['fighting'],"['inner-focus', 'regenerator', 'reckless']","{'hp': 45, 'attack': 85, 'defense': 50, 'special-attack': 55, 'special-defense': 50, 'speed': 65}"
620,mienshao,14,355,179,['fighting'],"['inner-focus', 'regenerator', 'reckless']","{'hp': 65, 'attack': 125, 'defense': 60, 'special-attack': 95, 'special-defense': 60, 'speed': 105}"
621,druddigon,16,1390,170,['dragon'],"['rough-skin', 'sheer-force', 'mold-breaker']","{'hp': 77, 'attack': 120, 'defense': 90, 'special-attack': 60, 'special-defense': 90, 'speed': 48}"
622,golett,10,920,61,"['ground', 'ghost']","['iron-fist', 'klutz', 'no-guard']","{'hp': 59, 'attack': 74, 'defense': 50, 'special-attack': 35, 'special-defense': 50, 'speed': 35}"
623,golurk,28,3300,169,"['ground', 'ghost']","['iron-fist', 'klutz', 'no-guard']","{'hp': 89, 'attack': 124, 'defense': 80, 'special-attack': 55, 'special-defense': 80, 'speed': 55}"
624,pawniard,5,102,68,"['dark', 'steel']","['defiant', 'inner-focus', 'pressure']","{'hp': 45, 'attack': 85, 'defense': 70, 'special-attack': 40, 'special-defense': 40, 'speed': 60}"
625,bisharp,16,700,172,"['dark', 'steel']","['defiant', 'inner-focus', 'pressure']","{'hp': 65, 'attack': 125, 'defense': 100, 'special-attack': 60, 'special-defense': 70, 'speed': 70}"
626,bouffalant,16,946,172,['normal'],"['reckless', 'sap-sipper', 'soundproof']","{'hp': 95, 'attack': 110, 'defense': 95, 'special-attack': 40, 'special-defense': 95, 'speed': 55}"
627,rufflet,5,105,70,"['normal', 'flying']","['keen-eye', 'sheer-force', 'hustle']","{'hp': 70, 'attack': 83, 'defense': 50, 'special-attack': 37, 'special-defense': 50, 'speed': 60}"
628,braviary,15,410,179,"['normal', 'flying']","['keen-eye', 'sheer-force', 'defiant']","{'hp': 100, 'attack': 123, 'defense': 75, 'special-attack': 57, 'special-defense': 75, 'speed': 80}"
629,vullaby,5,90,74,"['dark', 'flying']","['big-pecks', 'overcoat', 'weak-armor']","{'hp': 70, 'attack': 55, 'defense': 75, 'special-attack': 45, 'special-defense': 65, 'speed': 60}"
630,mandibuzz,12,395,179,"['dark', 'flying']","['big-pecks', 'overcoat', 'weak-armor']","{'hp': 110, 'attack': 65, 'defense': 105, 'special-attack': 55, 'special-defense': 95, 'speed': 80}"
631,heatmor,14,580,169,['fire'],"['gluttony', 'flash-fire', 'white-smoke']","{'hp': 85, 'attack': 97, 'defense': 66, 'special-attack': 105, 'special-defense': 66, 'speed': 65}"
632,durant,3,330,169,"['bug', 'steel']","['swarm', 'hustle', 'truant']","{'hp': 58, 'attack': 109, 'defense': 112, 'special-attack': 48, 'special-defense': 48, 'speed': 109}"
633,deino,8,173,60,"['dark', 'dragon']",['hustle'],"{'hp': 52, 'attack': 65, 'defense': 50, 'special-attack': 45, 'special-defense': 50, 'speed': 38}"
634,zweilous,14,500,147,"['dark', 'dragon']",['hustle'],"{'hp': 72, 'attack': 85, 'defense': 70, 'special-attack': 65, 'special-defense': 70, 'speed': 58}"
635,hydreigon,18,1600,270,"['dark', 'dragon']",['levitate'],"{'hp': 92, 'attack': 105, 'defense': 90, 'special-attack': 125, 'special-defense': 90, 'speed': 98}"
636,larvesta,11,288,72,"['bug', 'fire']","['flame-body', 'swarm']","{'hp': 55, 'attack': 85, 'defense': 55, 'special-attack': 50, 'special-defense': 55, 'speed': 60}"
637,volcarona,16,460,248,"['bug', 'fire']","['flame-body', 'swarm']","{'hp': 85, 'attack': 60, 'defense': 65, 'special-attack': 135, 'special-defense': 105, 'speed': 100}"
638,cobalion,21,2500,261,"['steel', 'fighting']",['justified'],"{'hp': 91, 'attack': 90, 'defense': 129, 'special-attack': 90, 'special-defense': 72, 'speed': 108}"
639,terrakion,19,2600,261,"['rock', 'fighting']",['justified'],"{'hp': 91, 'attack': 129, 'defense': 90, 'special-attack': 72, 'special-defense': 90, 'speed': 108}"
640,virizion,20,2000,261,"['grass', 'fighting']",['justified'],"{'hp': 91, 'attack': 90, 'defense': 72, 'special-attack': 90, 'special-defense': 129, 'speed': 108}"
641,tornadus-incarnate,15,630,261,['flying'],"['prankster', 'defiant']","{'hp': 79, 'attack': 115, 'defense': 70, 'special-attack': 125, 'special-defense': 80, 'speed': 111}"
642,thundurus-incarnate,15,610,261,"['electric', 'flying']","['prankster', 'defiant']","{'hp': 79, 'attack': 115, 'defense': 70, 'special-attack': 125, 'special-defense': 80, 'speed': 111}"
643,reshiram,32,3300,306,"['dragon', 'fire']",['turboblaze'],"{'hp': 100, 'attack': 120, 'defense': 100, 'special-attack': 150, 'special-defense': 120, 'speed': 90}"
644,zekrom,29,3450,306,"['dragon', 'electric']",['teravolt'],"{'hp': 100, 'attack': 150, 'defense': 120, 'special-attack': 120, 'special-defense': 100, 'speed': 90}"
645,landorus-incarnate,15,680,270,"['ground', 'flying']","['sand-force', 'sheer-force']","{'hp': 89, 'attack': 125, 'defense': 90, 'special-attack': 115, 'special-defense': 80, 'speed': 101}"
646,kyurem,30,3250,297,"['dragon', 'ice']",['pressure'],"{'hp': 125, 'attack': 130, 'defense': 90, 'special-attack': 130, 'special-defense': 90, 'speed': 95}"
647,keldeo-ordinary,14,485,261,"['water', 'fighting']",['justified'],"{'hp': 91, 'attack': 72, 'defense': 90, 'special-attack': 129, 'special-defense': 90, 'speed': 108}"
648,meloetta-aria,6,65,270,"['normal', 'psychic']",['serene-grace'],"{'hp': 100, 'attack': 77, 'defense': 77, 'special-attack': 128, 'special-defense': 128, 'speed': 90}"
649,genesect,15,825,270,"['bug', 'steel']",['download'],"{'hp': 71, 'attack': 120, 'defense': 95, 'special-attack': 120, 'special-defense': 95, 'speed': 99}"
650,chespin,4,90,63,['grass'],"['overgrow', 'bulletproof']","{'hp': 56, 'attack': 61, 'defense': 65, 'special-attack': 48, 'special-defense': 45, 'speed': 38}"
651,quilladin,7,290,142,['grass'],"['overgrow', 'bulletproof']","{'hp': 61, 'attack': 78, 'defense': 95, 'special-attack': 56, 'special-defense': 58, 'speed': 57}"
652,chesnaught,16,900,239,"['grass', 'fighting']","['overgrow', 'bulletproof']","{'hp': 88, 'attack': 107, 'defense': 122, 'special-attack': 74, 'special-defense': 75, 'speed': 64}"
653,fennekin,4,94,61,['fire'],"['blaze', 'magician']","{'hp': 40, 'attack': 45, 'defense': 40, 'special-attack': 62, 'special-defense': 60, 'speed': 60}"
654,braixen,10,145,143,['fire'],"['blaze', 'magician']","{'hp': 59, 'attack': 59, 'defense': 58, 'special-attack': 90, 'special-defense': 70, 'speed': 73}"
655,delphox,15,390,240,"['fire', 'psychic']","['blaze', 'magician']","{'hp': 75, 'attack': 69, 'defense': 72, 'special-attack': 114, 'special-defense': 100, 'speed': 104}"
656,froakie,3,70,63,['water'],"['torrent', 'protean']","{'hp': 41, 'attack': 56, 'defense': 40, 'special-attack': 62, 'special-defense': 44, 'speed': 71}"
657,frogadier,6,109,142,['water'],"['torrent', 'protean']","{'hp': 54, 'attack': 63, 'defense': 52, 'special-attack': 83, 'special-defense': 56, 'speed': 97}"
658,greninja,15,400,239,"['water', 'dark']","['torrent', 'protean']","{'hp': 72, 'attack': 95, 'defense': 67, 'special-attack': 103, 'special-defense': 71, 'speed': 122}"
659,bunnelby,4,50,47,['normal'],"['pickup', 'cheek-pouch', 'huge-power']","{'hp': 38, 'attack': 36, 'defense': 38, 'special-attack': 32, 'special-defense': 36, 'speed': 57}"
660,diggersby,10,424,148,"['normal', 'ground']","['pickup', 'cheek-pouch', 'huge-power']","{'hp': 85, 'attack': 56, 'defense': 77, 'special-attack': 50, 'special-defense': 77, 'speed': 78}"
661,fletchling,3,17,56,"['normal', 'flying']","['big-pecks', 'gale-wings']","{'hp': 45, 'attack': 50, 'defense': 43, 'special-attack': 40, 'special-defense': 38, 'speed': 62}"
662,fletchinder,7,160,134,"['fire', 'flying']","['flame-body', 'gale-wings']","{'hp': 62, 'attack': 73, 'defense': 55, 'special-attack': 56, 'special-defense': 52, 'speed': 84}"
663,talonflame,12,245,175,"['fire', 'flying']","['flame-body', 'gale-wings']","{'hp': 78, 'attack': 81, 'defense': 71, 'special-attack': 74, 'special-defense': 69, 'speed': 126}"
664,scatterbug,3,25,40,['bug'],"['shield-dust', 'compound-eyes', 'friend-guard']","{'hp': 38, 'attack': 35, 'defense': 40, 'special-attack': 27, 'special-defense': 25, 'speed': 35}"
665,spewpa,3,84,75,['bug'],"['shed-skin', 'friend-guard']","{'hp': 45, 'attack': 22, 'defense': 60, 'special-attack': 27, 'special-defense': 30, 'speed': 29}"
666,vivillon,12,170,185,"['bug', 'flying']","['shield-dust', 'compound-eyes', 'friend-guard']","{'hp': 80, 'attack': 52, 'defense': 50, 'special-attack': 90, 'special-defense': 50, 'speed': 89}"
667,litleo,6,135,74,"['fire', 'normal']","['rivalry', 'unnerve', 'moxie']","{'hp': 62, 'attack': 50, 'defense': 58, 'special-attack': 73, 'special-defense': 54, 'speed': 72}"
668,pyroar,15,815,177,"['fire', 'normal']","['rivalry', 'unnerve', 'moxie']","{'hp': 86, 'attack': 68, 'defense': 72, 'special-attack': 109, 'special-defense': 66, 'speed': 106}"
669,flabebe,1,1,61,['fairy'],"['flower-veil', 'symbiosis']","{'hp': 44, 'attack': 38, 'defense': 39, 'special-attack': 61, 'special-defense': 79, 'speed': 42}"
670,floette,2,9,130,['fairy'],"['flower-veil', 'symbiosis']","{'hp': 54, 'attack': 45, 'defense': 47, 'special-attack': 75, 'special-defense': 98, 'speed': 52}"
671,florges,11,100,248,['fairy'],"['flower-veil', 'symbiosis']","{'hp': 78, 'attack': 65, 'defense': 68, 'special-attack': 112, 'special-defense': 154, 'speed': 75}"
672,skiddo,9,310,70,['grass'],"['sap-sipper', 'grass-pelt']","{'hp': 66, 'attack': 65, 'defense': 48, 'special-attack': 62, 'special-defense': 57, 'speed': 52}"
673,gogoat,17,910,186,['grass'],"['sap-sipper', 'grass-pelt']","{'hp': 123, 'attack': 100, 'defense': 62, 'special-attack': 97, 'special-defense': 81, 'speed': 68}"
674,pancham,6,80,70,['fighting'],"['iron-fist', 'mold-breaker', 'scrappy']","{'hp': 67, 'attack': 82, 'defense': 62, 'special-attack': 46, 'special-defense': 48, 'speed': 43}"
675,pangoro,21,1360,173,"['fighting', 'dark']","['iron-fist', 'mold-breaker', 'scrappy']","{'hp': 95, 'attack': 124, 'defense': 78, 'special-attack': 69, 'special-defense': 71, 'speed': 58}"
676,furfrou,12,280,165,['normal'],['fur-coat'],"{'hp': 75, 'attack': 80, 'defense': 60, 'special-attack': 65, 'special-defense': 90, 'speed': 102}"
677,espurr,3,35,71,['psychic'],"['keen-eye', 'infiltrator', 'own-tempo']","{'hp': 62, 'attack': 48, 'defense': 54, 'special-attack': 63, 'special-defense': 60, 'speed': 68}"
678,meowstic-male,6,85,163,['psychic'],"['keen-eye', 'infiltrator', 'prankster']","{'hp': 74, 'attack': 48, 'defense': 76, 'special-attack': 83, 'special-defense': 81, 'speed': 104}"
679,honedge,8,20,65,"['steel', 'ghost']",['no-guard'],"{'hp': 45, 'attack': 80, 'defense': 100, 'special-attack': 35, 'special-defense': 37, 'speed': 28}"
680,doublade,8,45,157,"['steel', 'ghost']",['no-guard'],"{'hp': 59, 'attack': 110, 'defense': 150, 'special-attack': 45, 'special-defense': 49, 'speed': 35}"
681,aegislash-shield,17,530,234,"['steel', 'ghost']",['stance-change'],"{'hp': 60, 'attack': 50, 'defense': 140, 'special-attack': 50, 'special-defense': 140, 'speed': 60}"
682,spritzee,2,5,68,['fairy'],"['healer', 'aroma-veil']","{'hp': 78, 'attack': 52, 'defense': 60, 'special-attack': 63, 'special-defense': 65, 'speed': 23}"
683,aromatisse,8,155,162,['fairy'],"['healer', 'aroma-veil']","{'hp': 101, 'attack': 72, 'defense': 72, 'special-attack': 99, 'special-defense': 89, 'speed': 29}"
684,swirlix,4,35,68,['fairy'],"['sweet-veil', 'unburden']","{'hp': 62, 'attack': 48, 'defense': 66, 'special-attack': 59, 'special-defense': 57, 'speed': 49}"
685,slurpuff,8,50,168,['fairy'],"['sweet-veil', 'unburden']","{'hp': 82, 'attack': 80, 'defense': 86, 'special-attack': 85, 'special-defense': 75, 'speed': 72}"
686,inkay,4,35,58,"['dark', 'psychic']","['contrary', 'suction-cups', 'infiltrator']","{'hp': 53, 'attack': 54, 'defense': 53, 'special-attack': 37, 'special-defense': 46, 'speed': 45}"
687,malamar,15,470,169,"['dark', 'psychic']","['contrary', 'suction-cups', 'infiltrator']","{'hp': 86, 'attack': 92, 'defense': 88, 'special-attack': 68, 'special-defense': 75, 'speed': 73}"
688,binacle,5,310,61,"['rock', 'water']","['tough-claws', 'sniper', 'pickpocket']","{'hp': 42, 'attack': 52, 'defense': 67, 'special-attack': 39, 'special-defense': 56, 'speed': 50}"
689,barbaracle,13,960,175,"['rock', 'water']","['tough-claws', 'sniper', 'pickpocket']","{'hp': 72, 'attack': 105, 'defense': 115, 'special-attack': 54, 'special-defense': 86, 'speed': 68}"
690,skrelp,5,73,64,"['poison', 'water']","['poison-point', 'poison-touch', 'adaptability']","{'hp': 50, 'attack': 60, 'defense': 60, 'special-attack': 60, 'special-defense': 60, 'speed': 30}"
691,dragalge,18,815,173,"['poison', 'dragon']","['poison-point', 'poison-touch', 'adaptability']","{'hp': 65, 'attack': 75, 'defense': 90, 'special-attack': 97, 'special-defense': 123, 'speed': 44}"
692,clauncher,5,83,66,['water'],['mega-launcher'],"{'hp': 50, 'attack': 53, 'defense': 62, 'special-attack': 58, 'special-defense': 63, 'speed': 44}"
693,clawitzer,13,353,100,['water'],['mega-launcher'],"{'hp': 71, 'attack': 73, 'defense': 88, 'special-attack': 120, 'special-defense': 89, 'speed': 59}"
694,helioptile,5,60,58,"['electric', 'normal']","['dry-skin', 'sand-veil', 'solar-power']","{'hp': 44, 'attack': 38, 'defense': 33, 'special-attack': 61, 'special-defense': 43, 'speed': 70}"
695,heliolisk,10,210,168,"['electric', 'normal']","['dry-skin', 'sand-veil', 'solar-power']","{'hp': 62, 'attack': 55, 'defense': 52, 'special-attack': 109, 'special-defense': 94, 'speed': 109}"
696,tyrunt,8,260,72,"['rock', 'dragon']","['strong-jaw', 'sturdy']","{'hp': 58, 'attack': 89, 'defense': 77, 'special-attack': 45, 'special-defense': 45, 'speed': 48}"
697,tyrantrum,25,2700,182,"['rock', 'dragon']","['strong-jaw', 'rock-head']","{'hp': 82, 'attack': 121, 'defense': 119, 'special-attack': 69, 'special-defense': 59, 'speed': 71}"
698,amaura,13,252,72,"['rock', 'ice']","['refrigerate', 'snow-warning']","{'hp': 77, 'attack': 59, 'defense': 50, 'special-attack': 67, 'special-defense': 63, 'speed': 46}"
699,aurorus,27,2250,104,"['rock', 'ice']","['refrigerate', 'snow-warning']","{'hp': 123, 'attack': 77, 'defense': 72, 'special-attack': 99, 'special-defense': 92, 'speed': 58}"
700,sylveon,10,235,184,['fairy'],"['cute-charm', 'pixilate']","{'hp': 95, 'attack': 65, 'defense': 65, 'special-attack': 110, 'special-defense': 130, 'speed': 60}"
701,hawlucha,8,215,175,"['fighting', 'flying']","['limber', 'unburden', 'mold-breaker']","{'hp': 78, 'attack': 92, 'defense': 75, 'special-attack': 74, 'special-defense': 63, 'speed': 118}"
702,dedenne,2,22,151,"['electric', 'fairy']","['cheek-pouch', 'pickup', 'plus']","{'hp': 67, 'attack': 58, 'defense': 57, 'special-attack': 81, 'special-defense': 67, 'speed': 101}"
703,carbink,3,57,100,"['rock', 'fairy']","['clear-body', 'sturdy']","{'hp': 50, 'attack': 50, 'defense': 150, 'special-attack': 50, 'special-defense': 150, 'speed': 50}"
704,goomy,3,28,60,['dragon'],"['sap-sipper', 'hydration', 'gooey']","{'hp': 45, 'attack': 50, 'defense': 35, 'special-attack': 55, 'special-defense': 75, 'speed': 40}"
705,sliggoo,8,175,158,['dragon'],"['sap-sipper', 'hydration', 'gooey']","{'hp': 68, 'attack': 75, 'defense': 53, 'special-attack': 83, 'special-defense': 113, 'speed': 60}"
706,goodra,20,1505,270,['dragon'],"['sap-sipper', 'hydration', 'gooey']","{'hp': 90, 'attack': 100, 'defense': 70, 'special-attack': 110, 'special-defense': 150, 'speed': 80}"
707,klefki,2,30,165,"['steel', 'fairy']","['prankster', 'magician']","{'hp': 57, 'attack': 80, 'defense': 91, 'special-attack': 80, 'special-defense': 87, 'speed': 75}"
708,phantump,4,70,62,"['ghost', 'grass']","['natural-cure', 'frisk', 'harvest']","{'hp': 43, 'attack': 70, 'defense': 48, 'special-attack': 50, 'special-defense': 60, 'speed': 38}"
709,trevenant,15,710,166,"['ghost', 'grass']","['natural-cure', 'frisk', 'harvest']","{'hp': 85, 'attack': 110, 'defense': 76, 'special-attack': 65, 'special-defense': 82, 'speed': 56}"
710,pumpkaboo-average,4,50,67,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']","{'hp': 49, 'attack': 66, 'defense': 70, 'special-attack': 44, 'special-defense': 55, 'speed': 51}"
711,gourgeist-average,9,125,173,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']","{'hp': 65, 'attack': 90, 'defense': 122, 'special-attack': 58, 'special-defense': 75, 'speed': 84}"
712,bergmite,10,995,61,['ice'],"['own-tempo', 'ice-body', 'sturdy']","{'hp': 55, 'attack': 69, 'defense': 85, 'special-attack': 32, 'special-defense': 35, 'speed': 28}"
713,avalugg,20,5050,180,['ice'],"['own-tempo', 'ice-body', 'sturdy']","{'hp': 95, 'attack': 117, 'defense': 184, 'special-attack': 44, 'special-defense': 46, 'speed': 28}"
714,noibat,5,80,49,"['flying', 'dragon']","['frisk', 'infiltrator', 'telepathy']","{'hp': 40, 'attack': 30, 'defense': 35, 'special-attack': 45, 'special-defense': 40, 'speed': 55}"
715,noivern,15,850,187,"['flying', 'dragon']","['frisk', 'infiltrator', 'telepathy']","{'hp': 85, 'attack': 70, 'defense': 80, 'special-attack': 97, 'special-defense': 80, 'speed': 123}"
716,xerneas,30,2150,306,['fairy'],['fairy-aura'],"{'hp': 126, 'attack': 131, 'defense': 95, 'special-attack': 131, 'special-defense': 98, 'speed': 99}"
717,yveltal,58,2030,306,"['dark', 'flying']",['dark-aura'],"{'hp': 126, 'attack': 131, 'defense': 95, 'special-attack': 131, 'special-defense': 98, 'speed': 99}"
718,zygarde-50,50,3050,270,"['dragon', 'ground']",['aura-break'],"{'hp': 108, 'attack': 100, 'defense': 121, 'special-attack': 81, 'special-defense': 95, 'speed': 95}"
719,diancie,7,88,270,"['rock', 'fairy']",['clear-body'],"{'hp': 50, 'attack': 100, 'defense': 150, 'special-attack': 100, 'special-defense': 150, 'speed': 50}"
720,hoopa,5,90,270,"['psychic', 'ghost']",['magician'],"{'hp': 80, 'attack': 110, 'defense': 60, 'special-attack': 150, 'special-defense': 130, 'speed': 70}"
721,volcanion,17,1950,270,"['fire', 'water']",['water-absorb'],"{'hp': 80, 'attack': 110, 'defense': 120, 'special-attack': 130, 'special-defense': 90, 'speed': 70}"
722,rowlet,3,15,64,"['grass', 'flying']","['overgrow', 'long-reach']","{'hp': 68, 'attack': 55, 'defense': 55, 'special-attack': 50, 'special-defense': 50, 'speed': 42}"
723,dartrix,7,160,147,"['grass', 'flying']","['overgrow', 'long-reach']","{'hp': 78, 'attack': 75, 'defense': 75, 'special-attack': 70, 'special-defense': 70, 'speed': 52}"
724,decidueye,16,366,239,"['grass', 'ghost']","['overgrow', 'long-reach']","{'hp': 78, 'attack': 107, 'defense': 75, 'special-attack': 100, 'special-defense': 100, 'speed': 70}"
725,litten,4,43,64,['fire'],"['blaze', 'intimidate']","{'hp': 45, 'attack': 65, 'defense': 40, 'special-attack': 60, 'special-defense': 40, 'speed': 70}"
726,torracat,7,250,147,['fire'],"['blaze', 'intimidate']","{'hp': 65, 'attack': 85, 'defense': 50, 'special-attack': 80, 'special-defense': 50, 'speed': 90}"
727,incineroar,18,830,239,"['fire', 'dark']","['blaze', 'intimidate']","{'hp': 95, 'attack': 115, 'defense': 90, 'special-attack': 80, 'special-defense': 90, 'speed': 60}"
728,popplio,4,75,64,['water'],"['torrent', 'liquid-voice']","{'hp': 50, 'attack': 54, 'defense': 54, 'special-attack': 66, 'special-defense': 56, 'speed': 40}"
729,brionne,6,175,147,['water'],"['torrent', 'liquid-voice']","{'hp': 60, 'attack': 69, 'defense': 69, 'special-attack': 91, 'special-defense': 81, 'speed': 50}"
730,primarina,18,440,239,"['water', 'fairy']","['torrent', 'liquid-voice']","{'hp': 80, 'attack': 74, 'defense': 74, 'special-attack': 126, 'special-defense': 116, 'speed': 60}"
731,pikipek,3,12,53,"['normal', 'flying']","['keen-eye', 'skill-link', 'pickup']","{'hp': 35, 'attack': 75, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 65}"
732,trumbeak,6,148,124,"['normal', 'flying']","['keen-eye', 'skill-link', 'pickup']","{'hp': 55, 'attack': 85, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}"
733,toucannon,11,260,218,"['normal', 'flying']","['keen-eye', 'skill-link', 'sheer-force']","{'hp': 80, 'attack': 120, 'defense': 75, 'special-attack': 75, 'special-defense': 75, 'speed': 60}"
734,yungoos,4,60,51,['normal'],"['stakeout', 'strong-jaw', 'adaptability']","{'hp': 48, 'attack': 70, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 45}"
735,gumshoos,7,142,146,['normal'],"['stakeout', 'strong-jaw', 'adaptability']","{'hp': 88, 'attack': 110, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 45}"
736,grubbin,4,44,60,['bug'],['swarm'],"{'hp': 47, 'attack': 62, 'defense': 45, 'special-attack': 55, 'special-defense': 45, 'speed': 46}"
737,charjabug,5,105,140,"['bug', 'electric']",['battery'],"{'hp': 57, 'attack': 82, 'defense': 95, 'special-attack': 55, 'special-defense': 75, 'speed': 36}"
738,vikavolt,15,450,225,"['bug', 'electric']",['levitate'],"{'hp': 77, 'attack': 70, 'defense': 90, 'special-attack': 145, 'special-defense': 75, 'speed': 43}"
739,crabrawler,6,70,68,['fighting'],"['hyper-cutter', 'iron-fist', 'anger-point']","{'hp': 47, 'attack': 82, 'defense': 57, 'special-attack': 42, 'special-defense': 47, 'speed': 63}"
740,crabominable,17,1800,167,"['fighting', 'ice']","['hyper-cutter', 'iron-fist', 'anger-point']","{'hp': 97, 'attack': 132, 'defense': 77, 'special-attack': 62, 'special-defense': 67, 'speed': 43}"
741,oricorio-baile,6,34,167,"['fire', 'flying']",['dancer'],"{'hp': 75, 'attack': 70, 'defense': 70, 'special-attack': 98, 'special-defense': 70, 'speed': 93}"
742,cutiefly,1,2,61,"['bug', 'fairy']","['honey-gather', 'shield-dust', 'sweet-veil']","{'hp': 40, 'attack': 45, 'defense': 40, 'special-attack': 55, 'special-defense': 40, 'speed': 84}"
743,ribombee,2,5,162,"['bug', 'fairy']","['honey-gather', 'shield-dust', 'sweet-veil']","{'hp': 60, 'attack': 55, 'defense': 60, 'special-attack': 95, 'special-defense': 70, 'speed': 124}"
744,rockruff,5,92,56,['rock'],"['keen-eye', 'vital-spirit', 'steadfast']","{'hp': 45, 'attack': 65, 'defense': 40, 'special-attack': 30, 'special-defense': 40, 'speed': 60}"
745,lycanroc-midday,8,250,170,['rock'],"['keen-eye', 'sand-rush', 'steadfast']","{'hp': 75, 'attack': 115, 'defense': 65, 'special-attack': 55, 'special-defense': 65, 'speed': 112}"
746,wishiwashi-solo,2,3,61,['water'],['schooling'],"{'hp': 45, 'attack': 20, 'defense': 20, 'special-attack': 25, 'special-defense': 25, 'speed': 40}"
747,mareanie,4,80,61,"['poison', 'water']","['merciless', 'limber', 'regenerator']","{'hp': 50, 'attack': 53, 'defense': 62, 'special-attack': 43, 'special-defense': 52, 'speed': 45}"
748,toxapex,7,145,173,"['poison', 'water']","['merciless', 'limber', 'regenerator']","{'hp': 50, 'attack': 63, 'defense': 152, 'special-attack': 53, 'special-defense': 142, 'speed': 35}"
749,mudbray,10,1100,77,['ground'],"['own-tempo', 'stamina', 'inner-focus']","{'hp': 70, 'attack': 100, 'defense': 70, 'special-attack': 45, 'special-defense': 55, 'speed': 45}"
